,Boots value,Legend
b_1.AL,0.340135893332493,b_1.AL
b_2.AL,-0.0188460591759265,b_2.AL
b_3.AL,0.030405670014682,b_3.AL
b_4.AL,-0.027737797844514,b_4.AL
b_1.RES,0.201845235294454,b_1.RES
b_2.RES,-0.0416035695337061,b_2.RES
b_3.RES,0.044101220281175,b_3.RES
b_4.RES,-0.0267106144232662,b_4.RES
b_1.long.starvation..ii.,-0.0237843675837997,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0084302776668598,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.001802473422291,b_3.long.starvation..ii.
b_1.0.21d,0.200556636209213,b_1.0.21d
b_2.0.21d,-0.0166489892052441,b_2.0.21d
b_1.0.21d.cell.number,0.398917090045002,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.11231810300611,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.026471403151657,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0519381825072456,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0964718219414832,b_3.0.21d.cell.size
b_1.AL,0.266041587300788,b_1.AL
b_2.AL,-0.0168386425498106,b_2.AL
b_3.AL,0.0538289252908672,b_3.AL
b_4.AL,-0.0234871145456013,b_4.AL
b_1.RES,0.191999585340084,b_1.RES
b_2.RES,-0.0298693522250388,b_2.RES
b_3.RES,0.0530460991836142,b_3.RES
b_4.RES,-0.0248474323957063,b_4.RES
b_1.long.starvation..ii.,-0.0876659741802911,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.025599138396264,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0036170882986729,b_3.long.starvation..ii.
b_1.0.21d,0.227242571879419,b_1.0.21d
b_2.0.21d,-0.0278411570663948,b_2.0.21d
b_1.0.21d.cell.number,0.30106828208014,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106802192794059,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.133581213401499,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0391491652843043,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.118645597944519,b_3.0.21d.cell.size
b_1.AL,0.253926343645493,b_1.AL
b_2.AL,-0.0151484947496375,b_2.AL
b_3.AL,0.0668977908728477,b_3.AL
b_4.AL,-0.0217272956675233,b_4.AL
b_1.RES,0.168208091353812,b_1.RES
b_2.RES,-0.0460046233509397,b_2.RES
b_3.RES,0.0340792711505297,b_3.RES
b_4.RES,-0.0176354241322381,b_4.RES
b_1.long.starvation..ii.,-0.0254094646064986,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0083735492384467,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.00398567005229,b_3.long.starvation..ii.
b_1.0.21d,0.246564172064072,b_1.0.21d
b_2.0.21d,-0.0273135921812934,b_2.0.21d
b_1.0.21d.cell.number,0.417535960578809,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0905650554905272,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.132872822916494,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0511001320090784,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.057453545950829,b_3.0.21d.cell.size
b_1.AL,0.276773405830472,b_1.AL
b_2.AL,-0.024494674139409,b_2.AL
b_3.AL,0.0462670786975174,b_3.AL
b_4.AL,-0.0236848173657568,b_4.AL
b_1.RES,0.168626763281948,b_1.RES
b_2.RES,-0.0368415082553677,b_2.RES
b_3.RES,0.0500223934307189,b_3.RES
b_4.RES,-0.0171286447752631,b_4.RES
b_1.long.starvation..ii.,-0.0233818159568596,b_1.long.starvation..ii.
b_2.long.starvation..ii.,0.0024120467045121,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0113569649991563,b_3.long.starvation..ii.
b_1.0.21d,0.290044745170022,b_1.0.21d
b_2.0.21d,-0.0297800570842259,b_2.0.21d
b_1.0.21d.cell.number,0.373548744024751,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.09739006905816,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.117421512286002,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0408628029379123,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0033206125723001,b_3.0.21d.cell.size
b_1.AL,0.160342923819461,b_1.AL
b_2.AL,-0.0167897767955912,b_2.AL
b_3.AL,0.0776958790726143,b_3.AL
b_4.AL,-0.0228264803348815,b_4.AL
b_1.RES,0.15269134731364,b_1.RES
b_2.RES,-0.0395789508007167,b_2.RES
b_3.RES,0.0548986550504238,b_3.RES
b_4.RES,-0.0160531448498155,b_4.RES
b_1.long.starvation..ii.,0.0215830802655883,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0207404848182505,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0238457280719135,b_3.long.starvation..ii.
b_1.0.21d,0.308445846924382,b_1.0.21d
b_2.0.21d,-0.0224300531184229,b_2.0.21d
b_1.0.21d.cell.number,0.394222690296425,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0949847209065014,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0617915059607731,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0618488491998417,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.090595227272671,b_3.0.21d.cell.size
b_1.AL,0.229889350501415,b_1.AL
b_2.AL,-0.0196941309849643,b_2.AL
b_3.AL,0.0476767764124104,b_3.AL
b_4.AL,-0.0266362995752812,b_4.AL
b_1.RES,0.154988793553389,b_1.RES
b_2.RES,-0.0364910899341793,b_2.RES
b_3.RES,0.010710982801327,b_3.RES
b_4.RES,-0.0267712440685315,b_4.RES
b_1.long.starvation..ii.,-0.02228121886736,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0193636898718698,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0021763298935367,b_3.long.starvation..ii.
b_1.0.21d,0.191185926447413,b_1.0.21d
b_2.0.21d,-0.019403264910538,b_2.0.21d
b_1.0.21d.cell.number,0.470433717469998,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.112877161201249,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0112796095053563,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0417297572615714,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0006419420154567,b_3.0.21d.cell.size
b_1.AL,0.260125088727461,b_1.AL
b_2.AL,-0.0208686786937503,b_2.AL
b_3.AL,0.0548609226692697,b_3.AL
b_4.AL,-0.0236146680436508,b_4.AL
b_1.RES,0.0991071499705536,b_1.RES
b_2.RES,-0.0522479866777057,b_2.RES
b_3.RES,0.125783931473421,b_3.RES
b_4.RES,-0.023116225018381,b_4.RES
b_1.long.starvation..ii.,-0.023478008096897,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0138582157387497,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0037482991521233,b_3.long.starvation..ii.
b_1.0.21d,0.263770715959972,b_1.0.21d
b_2.0.21d,-0.0244367719951814,b_2.0.21d
b_1.0.21d.cell.number,0.273495117836217,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.111996637910035,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.173266774134752,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0374358429632134,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.005551038116908,b_3.0.21d.cell.size
b_1.AL,0.268424290870142,b_1.AL
b_2.AL,-0.0212482570878809,b_2.AL
b_3.AL,0.0416286074642488,b_3.AL
b_4.AL,-0.0217252550765301,b_4.AL
b_1.RES,0.221364716605504,b_1.RES
b_2.RES,-0.030578377703215,b_2.RES
b_3.RES,0.0650501914241949,b_3.RES
b_4.RES,-0.02481197689524,b_4.RES
b_1.long.starvation..ii.,-0.106810475176228,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0244146528488537,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0003185864389715,b_3.long.starvation..ii.
b_1.0.21d,0.249636465587201,b_1.0.21d
b_2.0.21d,-0.018552791921866,b_2.0.21d
b_1.0.21d.cell.number,0.412897787669352,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106433054185043,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0671677512720081,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0543962874860921,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0261134124673485,b_3.0.21d.cell.size
b_1.AL,0.296020452157441,b_1.AL
b_2.AL,-0.0198542904022136,b_2.AL
b_3.AL,0.0281637794569197,b_3.AL
b_4.AL,-0.0236690110393824,b_4.AL
b_1.RES,0.187230644741337,b_1.RES
b_2.RES,-0.0369012841959013,b_2.RES
b_3.RES,0.0369281015523738,b_3.RES
b_4.RES,-0.0185962240514644,b_4.RES
b_1.long.starvation..ii.,-0.0203189710075535,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0170044418287094,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0005753393739296,b_3.long.starvation..ii.
b_1.0.21d,0.187149076143412,b_1.0.21d
b_2.0.21d,-0.0219876542045059,b_2.0.21d
b_1.0.21d.cell.number,0.438911079336917,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.102886600584011,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0739198661325065,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0441393349968465,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.026207686138021,b_3.0.21d.cell.size
b_1.AL,0.346177184587337,b_1.AL
b_2.AL,-0.0213407496024766,b_2.AL
b_3.AL,0.0498182157121664,b_3.AL
b_4.AL,-0.0263230808872616,b_4.AL
b_1.RES,0.174005656923062,b_1.RES
b_2.RES,-0.0379757793138664,b_2.RES
b_3.RES,0.0482667292846481,b_3.RES
b_4.RES,-0.0186811618050428,b_4.RES
b_1.long.starvation..ii.,-0.0328286022089681,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0250976799705254,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0042024040594456,b_3.long.starvation..ii.
b_1.0.21d,0.203424608991017,b_1.0.21d
b_2.0.21d,-0.0236134824496558,b_2.0.21d
b_1.0.21d.cell.number,0.608259341399518,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0983239082689421,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.19841380746451,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0442081617652612,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0058683163564537,b_3.0.21d.cell.size
b_1.AL,0.280302282488199,b_1.AL
b_2.AL,-0.0290385150233971,b_2.AL
b_3.AL,0.0340711990503151,b_3.AL
b_4.AL,-0.0212936855484435,b_4.AL
b_1.RES,0.191628778364049,b_1.RES
b_2.RES,-0.035377778766618,b_2.RES
b_3.RES,0.0405306487491192,b_3.RES
b_4.RES,-0.0258852207444547,b_4.RES
b_1.long.starvation..ii.,-0.0014736973050446,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0248651097928766,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0045775722846621,b_3.long.starvation..ii.
b_1.0.21d,0.263180142190886,b_1.0.21d
b_2.0.21d,-0.0340030246750558,b_2.0.21d
b_1.0.21d.cell.number,0.51384830216747,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.10258594570298,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0125536889615843,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0476565763359941,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0104012007050009,b_3.0.21d.cell.size
b_1.AL,0.0475575163015296,b_1.AL
b_2.AL,-0.0334546533898621,b_2.AL
b_3.AL,0.0552335509911191,b_3.AL
b_4.AL,-0.0219375306941593,b_4.AL
b_1.RES,0.0952568653936912,b_1.RES
b_2.RES,-0.0437194493618073,b_2.RES
b_3.RES,0.0284225566821412,b_3.RES
b_4.RES,-0.0221212308213456,b_4.RES
b_1.long.starvation..ii.,-0.0646400456853336,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0295394748669145,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0004488045857575,b_3.long.starvation..ii.
b_1.0.21d,0.268053289812273,b_1.0.21d
b_2.0.21d,-0.0306631923040321,b_2.0.21d
b_1.0.21d.cell.number,0.444002417442578,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.103527809949945,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0077736734125362,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0407646048186284,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0214336043574651,b_3.0.21d.cell.size
b_1.AL,0.234161776475839,b_1.AL
b_2.AL,-0.0251286092506026,b_2.AL
b_3.AL,0.0573169717876707,b_3.AL
b_4.AL,-0.0246684962076697,b_4.AL
b_1.RES,0.205080583518386,b_1.RES
b_2.RES,-0.036118202491497,b_2.RES
b_3.RES,0.0723866247817549,b_3.RES
b_4.RES,-0.0269270315303635,b_4.RES
b_1.long.starvation..ii.,-0.0218119080470855,b_1.long.starvation..ii.
b_2.long.starvation..ii.,0.003455684653161,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0017778486708815,b_3.long.starvation..ii.
b_1.0.21d,0.215880993778713,b_1.0.21d
b_2.0.21d,-0.0263667238131224,b_2.0.21d
b_1.0.21d.cell.number,0.526518536246635,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0969774322710527,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0380136872870464,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0449517730862685,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.022565065615985,b_3.0.21d.cell.size
b_1.AL,0.221607929904262,b_1.AL
b_2.AL,-0.0257459069126297,b_2.AL
b_3.AL,0.0268561467508062,b_3.AL
b_4.AL,-0.0263242722857143,b_4.AL
b_1.RES,0.234225178857292,b_1.RES
b_2.RES,-0.0401026737693132,b_2.RES
b_3.RES,0.0962840267833429,b_3.RES
b_4.RES,-0.0209258318929568,b_4.RES
b_1.long.starvation..ii.,-0.053705469866562,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0233527198916771,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0040090548499402,b_3.long.starvation..ii.
b_1.0.21d,0.239026158015485,b_1.0.21d
b_2.0.21d,-0.0247675981315769,b_2.0.21d
b_1.0.21d.cell.number,0.342542594777254,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0956703361766491,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.127770734813978,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0532265076728128,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0296368304172966,b_3.0.21d.cell.size
b_1.AL,0.248433084380487,b_1.AL
b_2.AL,-0.0197025652183401,b_2.AL
b_3.AL,0.0276068124364655,b_3.AL
b_4.AL,-0.0234405863042823,b_4.AL
b_1.RES,0.201827962549367,b_1.RES
b_2.RES,-0.033767208657949,b_2.RES
b_3.RES,0.0626442942663874,b_3.RES
b_4.RES,-0.0245041502979803,b_4.RES
b_1.long.starvation..ii.,-0.0252550236012607,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0128368345908774,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0061253666349467,b_3.long.starvation..ii.
b_1.0.21d,0.265783428309484,b_1.0.21d
b_2.0.21d,-0.0199971681758986,b_2.0.21d
b_1.0.21d.cell.number,0.355125232701816,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0922903785601009,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.102767605985459,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0486086853300361,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.00602845042475,b_3.0.21d.cell.size
b_1.AL,0.388719075672304,b_1.AL
b_2.AL,-0.0203764360451038,b_2.AL
b_3.AL,0.0338592504479988,b_3.AL
b_4.AL,-0.0258308625776965,b_4.AL
b_1.RES,0.131922366469703,b_1.RES
b_2.RES,-0.0420406993872786,b_2.RES
b_3.RES,0.0427277336958478,b_3.RES
b_4.RES,-0.0225173798454976,b_4.RES
b_1.long.starvation..ii.,-0.0907812313331892,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0285672475026351,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0001970992209179,b_3.long.starvation..ii.
b_1.0.21d,0.288895888514773,b_1.0.21d
b_2.0.21d,-0.0272724074195234,b_2.0.21d
b_1.0.21d.cell.number,0.361054942264435,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0929503669806613,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0686298053347125,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0546035406011844,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0265771761225988,b_3.0.21d.cell.size
b_1.AL,0.182860543676633,b_1.AL
b_2.AL,-0.0221235419244136,b_2.AL
b_3.AL,0.0534287826325276,b_3.AL
b_4.AL,-0.0197155214845119,b_4.AL
b_1.RES,0.184881262878692,b_1.RES
b_2.RES,-0.041123504881065,b_2.RES
b_3.RES,0.0403301744522046,b_3.RES
b_4.RES,-0.0234389518628485,b_4.RES
b_1.long.starvation..ii.,-0.0130670905705771,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0341757330950391,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.001679788261838,b_3.long.starvation..ii.
b_1.0.21d,0.246614878567894,b_1.0.21d
b_2.0.21d,-0.0295036464590016,b_2.0.21d
b_1.0.21d.cell.number,0.486350264914482,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.113040470447265,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0618551260566,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0387064196771673,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.000773683013092,b_3.0.21d.cell.size
b_1.AL,0.264129066348977,b_1.AL
b_2.AL,-0.0224473287985054,b_2.AL
b_3.AL,0.0386061768478795,b_3.AL
b_4.AL,-0.0232635206234224,b_4.AL
b_1.RES,0.193512177755679,b_1.RES
b_2.RES,-0.0461523113781132,b_2.RES
b_3.RES,0.0519145516965464,b_3.RES
b_4.RES,-0.0204858650837384,b_4.RES
b_1.long.starvation..ii.,-0.0231138102071951,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0122486869620285,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0002597582846858,b_3.long.starvation..ii.
b_1.0.21d,0.240017694516885,b_1.0.21d
b_2.0.21d,-0.0243650093415136,b_2.0.21d
b_1.0.21d.cell.number,0.309881611079369,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.109000814633995,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.17950245068013,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0463308446146734,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0136387597953366,b_3.0.21d.cell.size
b_1.AL,0.256597003123692,b_1.AL
b_2.AL,-0.0168612285349397,b_2.AL
b_3.AL,0.126035235605375,b_3.AL
b_4.AL,-0.0212068427805897,b_4.AL
b_1.RES,0.138066383097933,b_1.RES
b_2.RES,-0.0450301405672619,b_2.RES
b_3.RES,0.0543404173229452,b_3.RES
b_4.RES,-0.0190626933869684,b_4.RES
b_1.long.starvation..ii.,-0.10245577052151,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0262280700990683,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0015210280187099,b_3.long.starvation..ii.
b_1.0.21d,0.221396969866095,b_1.0.21d
b_2.0.21d,-0.0288762533489728,b_2.0.21d
b_1.0.21d.cell.number,0.377217876485393,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0986479800615483,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0126608963022285,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0444345273376109,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0052514302834946,b_3.0.21d.cell.size
b_1.AL,0.27250349345853,b_1.AL
b_2.AL,-0.0212596314571518,b_2.AL
b_3.AL,0.0950334587742652,b_3.AL
b_4.AL,-0.0223349991689151,b_4.AL
b_1.RES,0.170789611994836,b_1.RES
b_2.RES,-0.0423241924985763,b_2.RES
b_3.RES,0.0535273105198321,b_3.RES
b_4.RES,-0.0228303081702623,b_4.RES
b_1.long.starvation..ii.,-0.0642961613706082,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0300624155730991,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0001837050407961,b_3.long.starvation..ii.
b_1.0.21d,0.203506455715981,b_1.0.21d
b_2.0.21d,-0.0100275587202622,b_2.0.21d
b_1.0.21d.cell.number,0.320962149754074,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0978960012572457,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0335176053622146,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.067294311618723,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.008091899219967,b_3.0.21d.cell.size
b_1.AL,0.143813573889671,b_1.AL
b_2.AL,-0.0253023388979193,b_2.AL
b_3.AL,0.0162985914312897,b_3.AL
b_4.AL,-0.0209408670822746,b_4.AL
b_1.RES,0.189552361810675,b_1.RES
b_2.RES,-0.0384331850153169,b_2.RES
b_3.RES,0.0331702446890415,b_3.RES
b_4.RES,-0.0199442966255943,b_4.RES
b_1.long.starvation..ii.,0.0053429584945021,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0256940641537076,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0054838721072696,b_3.long.starvation..ii.
b_1.0.21d,0.236439543612607,b_1.0.21d
b_2.0.21d,-0.0205818774013673,b_2.0.21d
b_1.0.21d.cell.number,0.483878543006582,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0857201874590692,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0151286072072455,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0570316232527597,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0140523217838226,b_3.0.21d.cell.size
b_1.AL,0.0402192194546371,b_1.AL
b_2.AL,-0.0263529915305239,b_2.AL
b_3.AL,0.0156743238306649,b_3.AL
b_4.AL,-0.0195720045632867,b_4.AL
b_1.RES,0.153854334055612,b_1.RES
b_2.RES,-0.0363334046680255,b_2.RES
b_3.RES,0.0519600245896842,b_3.RES
b_4.RES,-0.0153401145645129,b_4.RES
b_1.long.starvation..ii.,-0.0582504717825573,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0246380095982437,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0025733983963537,b_3.long.starvation..ii.
b_1.0.21d,0.224412097678832,b_1.0.21d
b_2.0.21d,-0.0199358476576433,b_2.0.21d
b_1.0.21d.cell.number,0.318140204805656,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.101344998010105,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0212250912871998,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0597245140691551,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0105934963275613,b_3.0.21d.cell.size
b_1.AL,0.186503867503018,b_1.AL
b_2.AL,-0.0206499511633904,b_2.AL
b_3.AL,0.0491959682806504,b_3.AL
b_4.AL,-0.0252138701973001,b_4.AL
b_1.RES,0.180364411335454,b_1.RES
b_2.RES,-0.0383707421792621,b_2.RES
b_3.RES,0.0396514509252781,b_3.RES
b_4.RES,-0.0309784788842386,b_4.RES
b_1.long.starvation..ii.,-0.0368795084204075,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0028756586983563,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0113927401823589,b_3.long.starvation..ii.
b_1.0.21d,0.224412058034415,b_1.0.21d
b_2.0.21d,-0.0234673157253615,b_2.0.21d
b_1.0.21d.cell.number,0.224241932225189,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0875076871052851,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0990071724517831,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0470275431727455,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0090271146028316,b_3.0.21d.cell.size
b_1.AL,0.287171172380999,b_1.AL
b_2.AL,-0.0167007508416316,b_2.AL
b_3.AL,0.046677881826269,b_3.AL
b_4.AL,-0.0207063474697716,b_4.AL
b_1.RES,0.177087333797094,b_1.RES
b_2.RES,-0.0401843072826777,b_2.RES
b_3.RES,0.0187101368514063,b_3.RES
b_4.RES,-0.0165095771703703,b_4.RES
b_1.long.starvation..ii.,-0.0225420401979115,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-8.61235731837407e-05,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0012510511270158,b_3.long.starvation..ii.
b_1.0.21d,0.194441034371844,b_1.0.21d
b_2.0.21d,-0.021034956224938,b_2.0.21d
b_1.0.21d.cell.number,0.477904744253461,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.12260045676473,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0111256389355907,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0516392414422627,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0106751130334657,b_3.0.21d.cell.size
b_1.AL,0.162043495990529,b_1.AL
b_2.AL,-0.0304050852053166,b_2.AL
b_3.AL,0.0727332640293499,b_3.AL
b_4.AL,-0.0200887387954392,b_4.AL
b_1.RES,0.109569192763203,b_1.RES
b_2.RES,-0.0411873002421625,b_2.RES
b_3.RES,0.0290447068412483,b_3.RES
b_4.RES,-0.0223628697120422,b_4.RES
b_1.long.starvation..ii.,-0.0257213371174994,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0199207998437147,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0163001169019128,b_3.long.starvation..ii.
b_1.0.21d,0.216128446348596,b_1.0.21d
b_2.0.21d,-0.0238690249714045,b_2.0.21d
b_1.0.21d.cell.number,0.316872143362199,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0964690322735313,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0411525216592958,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0497332596220343,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0091832165071005,b_3.0.21d.cell.size
b_1.AL,0.225234915945449,b_1.AL
b_2.AL,-0.0194769530184603,b_2.AL
b_3.AL,0.081016175562492,b_3.AL
