,Boots value,Legend
b_1.AL,0.234871575126118,b_1.AL
b_2.AL,-0.0172052845991383,b_2.AL
b_3.AL,0.0225112211187345,b_3.AL
b_4.AL,-0.0285071571633598,b_4.AL
b_1.RES,0.190096888909006,b_1.RES
b_2.RES,-0.0392959462651922,b_2.RES
b_3.RES,0.0559852984468864,b_3.RES
b_4.RES,-0.0343219022177584,b_4.RES
b_1.long.starvation..ii.,-0.0733487616194404,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0286289305363288,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0044876747581402,b_3.long.starvation..ii.
b_1.0.21d,0.211474640462501,b_1.0.21d
b_2.0.21d,-0.0223275580979834,b_2.0.21d
b_1.0.21d.cell.number,0.223316238983219,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0857763306504398,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.100899885396902,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0454947711006845,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0793944774288292,b_3.0.21d.cell.size
b_1.AL,0.272704927217212,b_1.AL
b_2.AL,-0.0183840531675148,b_2.AL
b_3.AL,0.02992652778807,b_3.AL
b_4.AL,-0.0235028343505391,b_4.AL
b_1.RES,0.156262208997926,b_1.RES
b_2.RES,-0.0418885136410146,b_2.RES
b_3.RES,0.0275356915873308,b_3.RES
b_4.RES,-0.0221497645058738,b_4.RES
b_1.long.starvation..ii.,-0.0238237728868404,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0140078889951129,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0013654829823498,b_3.long.starvation..ii.
b_1.0.21d,0.171959862471465,b_1.0.21d
b_2.0.21d,-0.0204428058530902,b_2.0.21d
b_1.0.21d.cell.number,0.416792893969756,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0831926708513346,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0536788362857592,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0361290311726968,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0023456725814254,b_3.0.21d.cell.size
b_1.AL,0.248104743054532,b_1.AL
b_2.AL,-0.0249117124434307,b_2.AL
b_3.AL,0.0590745551735577,b_3.AL
b_4.AL,-0.0208178010368141,b_4.AL
b_1.RES,0.157407634557294,b_1.RES
b_2.RES,-0.0474333096794462,b_2.RES
b_3.RES,0.0439043944517899,b_3.RES
b_4.RES,-0.023372902027222,b_4.RES
b_1.long.starvation..ii.,-0.0463344028187549,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0248299450901602,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0043526516228411,b_3.long.starvation..ii.
b_1.0.21d,0.199535460073462,b_1.0.21d
b_2.0.21d,-0.0224074899067214,b_2.0.21d
b_1.0.21d.cell.number,0.461571359312692,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.105023537536518,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.107531714079783,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0411711314332818,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0671018143361035,b_3.0.21d.cell.size
b_1.AL,0.291630776001339,b_1.AL
b_2.AL,-0.021602990203704,b_2.AL
b_3.AL,0.0699290970485316,b_3.AL
b_4.AL,-0.0220791424291429,b_4.AL
b_1.RES,0.157705119162977,b_1.RES
b_2.RES,-0.0334476049703345,b_2.RES
b_3.RES,0.0259216929164441,b_3.RES
b_4.RES,-0.0249515708025501,b_4.RES
b_1.long.starvation..ii.,-0.12545568289283,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0265026685097621,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0018993038704673,b_3.long.starvation..ii.
b_1.0.21d,0.223448170923298,b_1.0.21d
b_2.0.21d,-0.0262939201517003,b_2.0.21d
b_1.0.21d.cell.number,0.370798703646693,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.110575326725432,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0426514583620569,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0394530495874273,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.016282134381739,b_3.0.21d.cell.size
b_1.AL,0.281946716611361,b_1.AL
b_2.AL,-0.0220605633099179,b_2.AL
b_3.AL,0.0326481204075272,b_3.AL
b_4.AL,-0.0247607361066063,b_4.AL
b_1.RES,0.172891956838795,b_1.RES
b_2.RES,-0.0415837945070167,b_2.RES
b_3.RES,0.0356078485145101,b_3.RES
b_4.RES,-0.017359282088735,b_4.RES
b_1.long.starvation..ii.,-0.0354982134452275,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0245149227387796,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0004503997878951,b_3.long.starvation..ii.
b_1.0.21d,0.28019762712181,b_1.0.21d
b_2.0.21d,-0.0236838182689185,b_2.0.21d
b_1.0.21d.cell.number,0.384553896837166,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0995987927484588,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0309295149247223,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0521420264435435,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0379716219454483,b_3.0.21d.cell.size
b_1.AL,0.152966962042172,b_1.AL
b_2.AL,-0.019537873327977,b_2.AL
b_3.AL,0.0247261162790913,b_3.AL
b_4.AL,-0.0203317055991956,b_4.AL
b_1.RES,0.165528411196124,b_1.RES
b_2.RES,-0.0402634993261044,b_2.RES
b_3.RES,0.0260967399550524,b_3.RES
b_4.RES,-0.0179663328351042,b_4.RES
b_1.long.starvation..ii.,-0.0322257096122383,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0247572119572637,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0064505267057575,b_3.long.starvation..ii.
b_1.0.21d,0.205224512433878,b_1.0.21d
b_2.0.21d,-0.0166600145214548,b_2.0.21d
b_1.0.21d.cell.number,0.366471879432768,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0927432667677673,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.230603128780414,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0518282530891293,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.158960492956786,b_3.0.21d.cell.size
b_1.AL,0.23952684242773,b_1.AL
b_2.AL,-0.0198787730901211,b_2.AL
b_3.AL,0.0794180824931815,b_3.AL
b_4.AL,-0.0195995652279604,b_4.AL
b_1.RES,0.197344942738123,b_1.RES
b_2.RES,-0.0384796420396245,b_2.RES
b_3.RES,0.0313716299312667,b_3.RES
b_4.RES,-0.0247115713683096,b_4.RES
b_1.long.starvation..ii.,-0.0883524970581401,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0257843604652253,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0031293522148691,b_3.long.starvation..ii.
b_1.0.21d,0.195362012845353,b_1.0.21d
b_2.0.21d,-0.0238245367598455,b_2.0.21d
b_1.0.21d.cell.number,0.198252146563397,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106043521804722,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0159968074820809,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0456705305375692,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0250673445288149,b_3.0.21d.cell.size
b_1.AL,0.269641531222412,b_1.AL
b_2.AL,-0.0207681713129346,b_2.AL
b_3.AL,0.0485429089713519,b_3.AL
b_4.AL,-0.0193246872222097,b_4.AL
b_1.RES,0.209677603940469,b_1.RES
b_2.RES,-0.0436824820145059,b_2.RES
b_3.RES,0.0289392880713679,b_3.RES
b_4.RES,-0.0191416454025142,b_4.RES
b_1.long.starvation..ii.,-0.0227421253820318,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0147047589223696,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0004848551058532,b_3.long.starvation..ii.
b_1.0.21d,0.260004846646117,b_1.0.21d
b_2.0.21d,-0.0327539927826251,b_2.0.21d
b_1.0.21d.cell.number,0.536210903449265,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0965559749010655,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.103388290986035,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0419482239623963,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0209284833476293,b_3.0.21d.cell.size
b_1.AL,0.391406109485755,b_1.AL
b_2.AL,-0.0142218585483445,b_2.AL
b_3.AL,0.0444339936471827,b_3.AL
b_4.AL,-0.0210543093006477,b_4.AL
b_1.RES,0.114180225971304,b_1.RES
b_2.RES,-0.0408776525400615,b_2.RES
b_3.RES,0.037797028331203,b_3.RES
b_4.RES,-0.0217607523881055,b_4.RES
b_1.long.starvation..ii.,-0.0439909729552491,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0247101748262315,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0017685427023462,b_3.long.starvation..ii.
b_1.0.21d,0.218523026529095,b_1.0.21d
b_2.0.21d,-0.0230621321227744,b_2.0.21d
b_1.0.21d.cell.number,0.885750520074082,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0896058413948477,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0770138159973731,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0450786214354606,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.019931856611704,b_3.0.21d.cell.size
b_1.AL,0.28385174198047,b_1.AL
b_2.AL,-0.0185121377734257,b_2.AL
b_3.AL,0.0345190254287222,b_3.AL
b_4.AL,-0.0232319326196294,b_4.AL
b_1.RES,0.140722179501866,b_1.RES
b_2.RES,-0.0481914329734157,b_2.RES
b_3.RES,0.0147778990304204,b_3.RES
b_4.RES,-0.024810898130383,b_4.RES
b_1.long.starvation..ii.,-0.031033795837275,b_1.long.starvation..ii.
b_2.long.starvation..ii.,0.0038558582636,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0003592138328202,b_3.long.starvation..ii.
b_1.0.21d,0.268587889792894,b_1.0.21d
b_2.0.21d,-0.0318927552924735,b_2.0.21d
b_1.0.21d.cell.number,0.794605055900482,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0876294120192596,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0360621620173831,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0550693157897098,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0194306917780262,b_3.0.21d.cell.size
b_1.AL,0.225874007517298,b_1.AL
b_2.AL,-0.0242483024357755,b_2.AL
b_3.AL,0.0845995636917278,b_3.AL
b_4.AL,-0.0201431249312957,b_4.AL
b_1.RES,0.185867273384464,b_1.RES
b_2.RES,-0.0355761065382978,b_2.RES
b_3.RES,0.0179425287504121,b_3.RES
b_4.RES,-0.0238600836305421,b_4.RES
b_1.long.starvation..ii.,-0.0720605753331372,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0268996592866557,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0021591117317876,b_3.long.starvation..ii.
b_1.0.21d,0.218792260699641,b_1.0.21d
b_2.0.21d,-0.024368183795294,b_2.0.21d
b_1.0.21d.cell.number,0.524501509272433,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.125477467290684,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0072602884954471,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0419287668668747,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0127058488816834,b_3.0.21d.cell.size
b_1.AL,0.33650206366564,b_1.AL
b_2.AL,-0.0187945217680078,b_2.AL
b_3.AL,0.0474332619378151,b_3.AL
b_4.AL,-0.0211683471749211,b_4.AL
b_1.RES,0.221285587060304,b_1.RES
b_2.RES,-0.0340696641868216,b_2.RES
b_3.RES,0.0842292073014312,b_3.RES
b_4.RES,-0.025047577336608,b_4.RES
b_1.long.starvation..ii.,-0.0249472134814798,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0304250264189754,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0005114266011718,b_3.long.starvation..ii.
b_1.0.21d,0.261692433773238,b_1.0.21d
b_2.0.21d,-0.0254612012084608,b_2.0.21d
b_1.0.21d.cell.number,0.453289461596987,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0845981535440044,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0550655060147893,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0533886982962051,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0301968599585395,b_3.0.21d.cell.size
b_1.AL,0.224588142205372,b_1.AL
b_2.AL,-0.0224377421490183,b_2.AL
b_3.AL,0.0544964682610675,b_3.AL
b_4.AL,-0.023844009065684,b_4.AL
b_1.RES,0.110698174744981,b_1.RES
b_2.RES,-0.047969720122624,b_2.RES
b_3.RES,0.0988711652665927,b_3.RES
b_4.RES,-0.0158905808468253,b_4.RES
b_1.long.starvation..ii.,-0.0185616538104363,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0286471383596845,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0020714175613538,b_3.long.starvation..ii.
b_1.0.21d,0.197164824346746,b_1.0.21d
b_2.0.21d,-0.0212541504210208,b_2.0.21d
b_1.0.21d.cell.number,0.394649934423204,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0959377711539656,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0724791258010828,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0425648600696636,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0406709566996624,b_3.0.21d.cell.size
b_1.AL,0.272026472955271,b_1.AL
b_2.AL,-0.0178493242563516,b_2.AL
b_3.AL,0.0534962723272528,b_3.AL
b_4.AL,-0.0225645465333617,b_4.AL
b_1.RES,0.205328757700746,b_1.RES
b_2.RES,-0.0422737665504656,b_2.RES
b_3.RES,0.0260497898493874,b_3.RES
b_4.RES,-0.0209890069627348,b_4.RES
b_1.long.starvation..ii.,-0.0154286736781831,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0376720741133581,b_2.long.starvation..ii.
b_3.long.starvation..ii.,2.64167501946377e-06,b_3.long.starvation..ii.
b_1.0.21d,0.227343215326973,b_1.0.21d
b_2.0.21d,-0.0158694713802596,b_2.0.21d
b_1.0.21d.cell.number,0.3734581837876,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.115556818655953,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0019254123151621,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0407823163021188,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0150784244144619,b_3.0.21d.cell.size
b_1.AL,0.247836983188327,b_1.AL
b_2.AL,-0.0227410468599604,b_2.AL
b_3.AL,0.0412970304036617,b_3.AL
b_4.AL,-0.021827836671355,b_4.AL
b_1.RES,0.173707825683206,b_1.RES
b_2.RES,-0.0430176902343473,b_2.RES
b_3.RES,0.0574703497955073,b_3.RES
b_4.RES,-0.0185076275346003,b_4.RES
b_1.long.starvation..ii.,-0.021560974318539,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0068523252089459,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0020562071986786,b_3.long.starvation..ii.
b_1.0.21d,0.201051369654871,b_1.0.21d
b_2.0.21d,-0.0240759258485796,b_2.0.21d
b_1.0.21d.cell.number,0.552479867651117,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.110539530047667,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.094320401345859,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0481955011180024,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0412393975572238,b_3.0.21d.cell.size
b_1.AL,0.271723415942276,b_1.AL
b_2.AL,-0.0236278488876753,b_2.AL
b_3.AL,0.0913759613893564,b_3.AL
b_4.AL,-0.023338772534138,b_4.AL
b_1.RES,0.142332633951708,b_1.RES
b_2.RES,-0.044528734573746,b_2.RES
b_3.RES,0.0582367766957168,b_3.RES
b_4.RES,-0.0227907938753938,b_4.RES
b_1.long.starvation..ii.,-0.011840168899155,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.026131657900661,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.003155326643035,b_3.long.starvation..ii.
b_1.0.21d,0.243669268867225,b_1.0.21d
b_2.0.21d,-0.0263504946624558,b_2.0.21d
b_1.0.21d.cell.number,0.420901147478147,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100293243743569,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0994439444146803,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0417213682067876,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-3.75178433416613e-05,b_3.0.21d.cell.size
b_1.AL,0.282696562247917,b_1.AL
b_2.AL,-0.0227279772306464,b_2.AL
b_3.AL,0.0432257064370807,b_3.AL
b_4.AL,-0.0228071000122529,b_4.AL
b_1.RES,0.205866259947567,b_1.RES
b_2.RES,-0.0386977789266636,b_2.RES
b_3.RES,0.0323196490096759,b_3.RES
b_4.RES,-0.022839577959303,b_4.RES
b_1.long.starvation..ii.,-0.0229873827882574,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0330666085495985,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0006600278250474,b_3.long.starvation..ii.
b_1.0.21d,0.207243258257856,b_1.0.21d
b_2.0.21d,-0.0245822612713954,b_2.0.21d
b_1.0.21d.cell.number,0.240322259566505,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100909608785503,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.217053345004077,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.04780532048856,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0036282922481264,b_3.0.21d.cell.size
b_1.AL,0.198899308750036,b_1.AL
b_2.AL,-0.0255509646900751,b_2.AL
b_3.AL,0.0326762105284457,b_3.AL
b_4.AL,-0.0252084633091782,b_4.AL
b_1.RES,0.194135578626287,b_1.RES
b_2.RES,-0.0277547109738953,b_2.RES
b_3.RES,0.0232265678894793,b_3.RES
b_4.RES,-0.0202753430800815,b_4.RES
b_1.long.starvation..ii.,-0.0219947425047362,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0083479415640931,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0017915913236503,b_3.long.starvation..ii.
b_1.0.21d,0.272465134318974,b_1.0.21d
b_2.0.21d,-0.0254451263579778,b_2.0.21d
b_1.0.21d.cell.number,0.405311954136148,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0934918285752456,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0255893032902682,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0580126596747988,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0572018261599441,b_3.0.21d.cell.size
b_1.AL,0.202307962020261,b_1.AL
b_2.AL,-0.022324374153762,b_2.AL
b_3.AL,0.0547530168279001,b_3.AL
b_4.AL,-0.0213770426794106,b_4.AL
b_1.RES,0.166705457483766,b_1.RES
b_2.RES,-0.0356676298410283,b_2.RES
b_3.RES,0.0194932685424556,b_3.RES
b_4.RES,-0.0215658095998505,b_4.RES
b_1.long.starvation..ii.,-0.0338457126074239,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0362836986439938,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.00022005276541,b_3.long.starvation..ii.
b_1.0.21d,0.23321864025152,b_1.0.21d
b_2.0.21d,-0.0207702627664963,b_2.0.21d
b_1.0.21d.cell.number,0.256465245206713,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.101130266261048,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.143620586211973,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0441922737051154,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0314296123151026,b_3.0.21d.cell.size
b_1.AL,0.225521418969646,b_1.AL
b_2.AL,-0.0213913176233417,b_2.AL
b_3.AL,0.0591628941337076,b_3.AL
b_4.AL,-0.0242683865581692,b_4.AL
b_1.RES,0.195106056621119,b_1.RES
b_2.RES,-0.0435078551942941,b_2.RES
b_3.RES,0.0550097249682889,b_3.RES
b_4.RES,-0.0222373447737805,b_4.RES
b_1.long.starvation..ii.,-0.124545472568124,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0268067606145753,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0030230882911731,b_3.long.starvation..ii.
b_1.0.21d,0.170154586142729,b_1.0.21d
b_2.0.21d,-0.0182674125641132,b_2.0.21d
b_1.0.21d.cell.number,0.435034654228314,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0983968760265415,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.167639863920969,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0450280888553487,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0135860016829297,b_3.0.21d.cell.size
b_1.AL,0.267342342151114,b_1.AL
b_2.AL,-0.01469588333326,b_2.AL
b_3.AL,0.0327079554918099,b_3.AL
b_4.AL,-0.0200235373028373,b_4.AL
b_1.RES,0.176341256326359,b_1.RES
b_2.RES,-0.0422916425119951,b_2.RES
b_3.RES,0.0357954779566176,b_3.RES
b_4.RES,-0.0248503535346348,b_4.RES
b_1.long.starvation..ii.,-0.0658437786759747,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0257903738425293,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.001991665466825,b_3.long.starvation..ii.
b_1.0.21d,0.213899376793695,b_1.0.21d
b_2.0.21d,-0.022271909719958,b_2.0.21d
b_1.0.21d.cell.number,0.254113016011344,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.11926286075921,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0151041534719649,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0445187551088023,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0289385959748887,b_3.0.21d.cell.size
b_1.AL,0.368420960585205,b_1.AL
b_2.AL,-0.0216440781362431,b_2.AL
b_3.AL,0.0531150485213574,b_3.AL
b_4.AL,-0.0228270285673347,b_4.AL
b_1.RES,0.135556717471198,b_1.RES
b_2.RES,-0.043733089029135,b_2.RES
b_3.RES,0.025688970329087,b_3.RES
b_4.RES,-0.0197618185597008,b_4.RES
b_1.long.starvation..ii.,-0.110860635631914,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0254091618682338,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0030803596228478,b_3.long.starvation..ii.
b_1.0.21d,0.214451402403743,b_1.0.21d
b_2.0.21d,-0.0283427872175912,b_2.0.21d
b_1.0.21d.cell.number,0.622560887212014,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.11079654588783,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0420839902816886,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0499094301319953,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0338400087152771,b_3.0.21d.cell.size
b_1.AL,0.18453107246915,b_1.AL
b_2.AL,-0.0188347280601564,b_2.AL
b_3.AL,0.0524169137190532,b_3.AL
b_4.AL,-0.0191606932018891,b_4.AL
b_1.RES,0.15199838904216,b_1.RES
b_2.RES,-0.0448154537919189,b_2.RES
b_3.RES,0.033200296084997,b_3.RES
b_4.RES,-0.015863394794506,b_4.RES
b_1.long.starvation..ii.,0.0058784881129493,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0377433431208961,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0015291773501927,b_3.long.starvation..ii.
b_1.0.21d,0.260945430873196,b_1.0.21d
b_2.0.21d,-0.0307600230501519,b_2.0.21d
b_1.0.21d.cell.number,0.463042368742069,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0998139130082713,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0127608516108516,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0434527460319935,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0141374547451583,b_3.0.21d.cell.size
b_1.AL,0.338663081460771,b_1.AL
b_2.AL,-0.0158401812693002,b_2.AL
b_3.AL,0.0738404122006687,b_3.AL
b_4.AL,-0.0268686761552221,b_4.AL
b_1.RES,0.149852992921521,b_1.RES
b_2.RES,-0.0407401713257906,b_2.RES
b_3.RES,0.0453269443708969,b_3.RES
b_4.RES,-0.0250317869924261,b_4.RES
b_1.long.starvation..ii.,-0.0250364277379111,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0298146697420108,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0012932406917534,b_3.long.starvation..ii.
b_1.0.21d,0.229849323666405,b_1.0.21d
b_2.0.21d,-0.0222780055307336,b_2.0.21d
b_1.0.21d.cell.number,0.347212600128005,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.102903955717641,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.222606965316354,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0456894504485215,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.10437652414956,b_3.0.21d.cell.size
b_1.AL,0.199727416579453,b_1.AL
b_2.AL,-0.0132349033040771,b_2.AL
b_3.AL,0.0878937762841607,b_3.AL
b_4.AL,-0.0259909786426659,b_4.AL
b_1.RES,0.237364234257982,b_1.RES
b_2.RES,-0.0408965074234682,b_2.RES
b_3.RES,0.0467703500047839,b_3.RES
b_4.RES,-0.0218052376767884,b_4.RES
b_1.long.starvation..ii.,-0.0223629678938979,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0030653979767551,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.001853602568097,b_3.long.starvation..ii.
b_1.0.21d,0.235792895670749,b_1.0.21d
b_2.0.21d,-0.02257522123088,b_2.0.21d
b_1.0.21d.cell.number,0.651465233077963,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.102067528824796,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0357835744100435,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0296682186199992,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.151571077178758,b_3.0.21d.cell.size
b_1.AL,0.295870843642984,b_1.AL
b_2.AL,-0.0190127732453403,b_2.AL
b_3.AL,0.0464755761251076,b_3.AL
b_4.AL,-0.0244968012709733,b_4.AL
b_1.RES,0.265828652142565,b_1.RES
b_2.RES,-0.0371874048839085,b_2.RES
b_3.RES,0.0595439013564034,b_3.RES
b_4.RES,-0.0231572125028367,b_4.RES
b_1.long.starvation..ii.,-0.0073009944908784,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0354600308379416,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-3.0557865049262e-05,b_3.long.starvation..ii.
b_1.0.21d,0.156506770287909,b_1.0.21d
b_2.0.21d,-0.0167349691666073,b_2.0.21d
b_1.0.21d.cell.number,0.460519361570082,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.105300822248629,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0189645554998084,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0547859449740494,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0586065136233054,b_3.0.21d.cell.size
